date,s&p500,dividend,earnings,cpi,bondInterest
2009-11,1088.07,22.91,38.16,216.330,3.400
2009-12,1110.38,22.41,50.97,215.949,3.590
2010-01,1123.58,22.24,54.29,216.687,3.730
2010-02,1089.16,22.07,57.61,216.741,3.690
2010-03,1152.05,21.90,60.93,217.631,3.730
2010-04,1197.32,21.95,62.99,218.009,3.850
2010-05,1125.06,21.99,65.04,218.178,3.420
2010-06,1083.36,22.04,67.10,217.965,3.200
2010-07,1079.80,22.14,68.69,218.011,3.010
2010-08,1087.28,22.25,70.27,218.312,2.700
2010-09,1122.08,22.35,71.86,218.439,2.650
2010-10,1171.58,22.48,73.69,218.711,2.540
2010-11,1198.89,22.60,75.52,218.803,2.760
2010-12,1241.53,22.73,77.35,219.179,3.290
2011-01,1282.62,22.96,78.67,220.223,3.390
2011-02,1321.12,23.20,79.99,221.309,3.580
2011-03,1304.49,23.43,81.31,223.467,3.410
2011-04,1331.51,23.73,82.16,224.906,3.460
2011-05,1338.31,24.04,83.02,225.964,3.170
2011-06,1287.29,24.34,83.87,225.722,3.000
2011-07,1325.19,24.62,84.91,225.922,3.000
2011-08,1185.31,24.90,85.94,226.545,2.300
2011-09,1173.88,25.18,86.98,226.889,1.980
2011-10,1207.22,25.60,86.97,226.421,2.150
2011-11,1226.42,26.01,86.96,226.230,2.010
2011-12,1243.32,26.43,86.95,225.672,1.980
2012-01,1300.58,26.74,87.48,226.665,1.970
2012-02,1352.49,27.04,88.01,227.663,1.970
2012-03,1389.24,27.35,88.54,229.392,2.170
2012-04,1386.43,27.67,88.33,230.085,2.050
2012-05,1341.27,28.00,88.13,229.815,1.800
2012-06,1323.48,28.32,87.92,229.478,1.620
2012-07,1359.78,28.74,87.45,229.104,1.530
2012-08,1403.45,29.17,86.97,230.379,1.680
2012-09,1443.42,29.59,86.50,231.407,1.720
2012-10,1437.82,30.14,86.50,231.317,1.750
2012-11,1394.51,30.70,86.51,230.221,1.650
2012-12,1422.29,31.25,86.51,229.601,1.720
2013-01,1480.40,31.54,86.91,230.280,1.910
2013-02,1512.31,31.82,87.30,232.166,1.980
2013-03,1550.83,32.11,87.70,232.773,1.960
2013-04,1570.70,32.50,88.78,232.531,1.760
2013-05,1639.84,32.88,89.87,232.945,1.930
2013-06,1618.77,33.27,90.95,233.504,2.300
2013-07,1668.68,33.65,92.09,233.596,2.580
2013-08,1670.09,34.02,93.23,233.877,2.740
2013-09,1687.17,34.40,94.37,234.149,2.810
2013-10,1720.03,34.60,96.31,233.546,2.620
2013-11,1783.54,34.79,98.26,233.069,2.720
2013-12,1807.78,34.99,100.20,233.049,2.900
2014-01,1822.36,35.40,100.42,233.916,2.860
2014-02,1817.04,35.82,100.63,234.781,2.710
2014-03,1863.52,36.23,100.85,236.293,2.720
2014-04,1864.26,36.61,101.61,237.072,2.710
2014-05,1889.77,37.00,102.36,237.900,2.560
2014-06,1947.09,37.38,103.12,238.343,2.600
2014-07,1973.10,37.75,104.07,238.250,2.540
2014-08,1961.53,38.12,105.01,237.852,2.420
2014-09,1993.23,38.49,105.96,238.031,2.530
2014-10,1937.27,38.81,104.74,237.433,2.300
2014-11,2044.57,39.12,103.53,236.151,2.330
2014-12,2054.27,39.44,102.31,234.812,2.210
2015-01,2028.18,39.90,101.29,233.707,1.880
2015-02,2082.20,40.35,100.27,234.722,1.980
2015-03,2079.99,40.81,99.25,236.119,2.040
2015-04,2094.86,41.12,97.80,236.599,1.940
2015-05,2111.94,41.43,96.36,237.805,2.200
2015-06,2099.29,41.74,94.91,238.638,2.360
2015-07,2094.14,42.00,93.49,238.654,2.320
2015-08,2039.87,42.25,92.08,238.316,2.170
2015-09,1944.41,42.51,90.66,237.945,2.170
2015-10,2024.81,42.80,89.28,237.838,2.070
2015-11,2080.62,43.10,87.91,237.336,2.260
2015-12,2054.08,43.39,86.53,236.525,2.240
2016-01,1918.60,43.55,86.50,236.916,2.090
2016-02,1904.42,43.72,86.47,237.111,1.780
2016-03,2021.95,43.88,86.44,238.132,1.890
2016-04,2075.54,44.07,86.60,239.261,1.810
2016-05,2065.55,44.27,86.76,240.229,1.810
2016-06,2083.89,44.46,86.92,241.018,1.640
2016-07,2148.90,44.65,87.64,240.628,1.500
2016-08,2170.95,44.84,88.37,240.849,1.560
2016-09,2157.69,45.03,89.09,241.428,1.630
2016-10,2143.02,45.25,90.91,241.729,1.760
2016-11,2164.99,45.48,92.73,241.353,2.140
2016-12,2246.63,45.70,94.55,241.432,2.490
2017-01,2275.12,45.93,96.46,242.839,2.430
2017-02,2329.91,46.15,98.38,243.603,2.420
2017-03,2366.82,46.38,100.29,243.801,2.480
2017-04,2359.31,46.66,101.53,244.524,2.300
2017-05,2395.35,46.94,102.78,244.733,2.300
2017-06,2433.99,47.22,104.02,244.955,2.190
2017-07,2454.10,47.54,105.04,244.786,2.320
2017-08,2456.22,47.85,106.06,245.519,2.210
2017-09,2492.84,48.17,107.08,246.819,2.200
2017-10,2557.00,48.42,108.01,246.663,2.360
2017-11,2593.61,48.68,108.95,246.669,2.350
2017-12,2664.34,48.93,109.88,246.524,2.400
2018-01,2789.80,49.29,111.73,247.867,2.580
2018-02,2705.16,49.64,113.59,248.991,2.860
2018-03,2702.77,50.00,115.44,249.554,2.840
2018-04,2653.63,50.33,117.79,250.546,2.870
2018-05,2701.49,50.66,120.13,251.588,2.976
2018-06,2754.35,50.99,122.48,251.989,2.910
2018-07,2793.64,51.44,125.12,252.006,2.890
2018-08,2857.82,51.89,127.75,252.146,2.890
2018-09,2901.50,52.34,130.39,252.439,3.000
2018-10,2785.46,52.81,131.06,252.885,3.150
2018-11,2723.23,53.28,131.72,252.038,3.120
2018-12,2567.31,53.75,132.39,251.233,2.830
2019-01,2607.39,54.15,133.06,251.712,2.710
2019-02,2754.86,54.54,133.72,252.776,2.680
2019-03,2803.98,54.94,134.39,254.202,2.570
2019-04,2903.80,55.32,134.68,255.548,2.530
2019-05,2854.71,55.70,134.98,256.092,2.400
2019-06,2890.17,56.08,135.27,256.143,2.060
2019-07,2996.11,56.46,134.48,256.571,1.630
2019-08,2897.50,56.84,133.69,256.558,1.630
2019-09,2982.16,57.22,132.90,256.759,1.700
2019-10,2977.68,57.56,135.09,257.346,1.710
2019-11,3104.90,57.90,137.28,257.208,1.810
2019-12,3176.75,58.24,139.47,256.974,1.860
2020-01,3278.20,58.69,131.76,257.971,1.760
2020-02,3277.31,59.13,124.04,258.678,1.500
2020-03,2652.39,59.58,116.33,258.115,0.870
2020-04,2761.98,59.61,111.30,256.389,0.660
2020-05,2919.62,59.65,104.93,256.394,0.670
2020-06,3104.66,59.68,99.23,257.797,0.730
2020-07,3207.62,59.40,100.68,259.101,0.620
2020-08,3391.71,59.13,98.56,259.918,0.650
2020-09,3365.52,58.85,98.22,260.280,0.680
2020-10,3418.70,58.66,,260.388,0.790
2020-11,3548.99,58.47,,260.229,0.870
2020-12,3695.31,58.28,,260.474,0.930
2021-01,3793.75,,,260.597,1.080
2021-02,3826.31,,,260.658,1.090
