date,s&p500,dividend,earnings,cpi,bondInterest
1917-02,9.03,0.58,1.49,12.000,4.258
1917-03,9.31,0.59,1.47,12.000,4.287
1917-04,9.17,0.60,1.45,12.600,4.315
1917-05,8.86,0.61,1.43,12.800,4.343
1917-06,9.04,0.63,1.41,13.000,4.372
1917-07,8.79,0.64,1.38,12.800,4.400
1917-08,8.53,0.65,1.36,13.000,4.428
1917-09,8.12,0.66,1.34,13.300,4.457
1917-10,7.68,0.67,1.32,13.500,4.485
1917-11,7.04,0.68,1.30,13.500,4.513
1917-12,6.80,0.69,1.28,13.700,4.542
1918-01,7.21,0.68,1.26,14.000,4.570
1918-02,7.43,0.67,1.23,14.100,4.564
1918-03,7.28,0.66,1.21,14.000,4.558
1918-04,7.21,0.65,1.18,14.200,4.553
1918-05,7.44,0.64,1.16,14.500,4.547
1918-06,7.45,0.63,1.14,14.700,4.541
1918-07,7.51,0.62,1.11,15.100,4.535
1918-08,7.58,0.61,1.09,15.400,4.529
1918-09,7.54,0.60,1.06,15.700,4.523
1918-10,7.86,0.59,1.04,16.000,4.518
1918-11,8.06,0.58,1.01,16.300,4.512
1918-12,7.90,0.57,0.99,16.500,4.506
1919-01,7.85,0.57,0.99,16.500,4.500
1919-02,7.88,0.56,0.98,16.200,4.539
1919-03,8.12,0.56,0.98,16.400,4.578
1919-04,8.39,0.56,0.97,16.700,4.618
1919-05,8.97,0.55,0.97,16.900,4.657
1919-06,9.21,0.55,0.96,16.900,4.696
1919-07,9.51,0.55,0.96,17.400,4.735
1919-08,8.87,0.54,0.95,17.700,4.774
1919-09,9.01,0.54,0.95,17.800,4.813
1919-10,9.47,0.54,0.94,18.100,4.853
1919-11,9.19,0.53,0.94,18.500,4.892
1919-12,8.92,0.53,0.93,18.900,4.931
1920-01,8.83,0.53,0.92,19.300,4.970
1920-02,8.10,0.53,0.91,19.500,4.980
1920-03,8.67,0.53,0.90,19.700,4.990
1920-04,8.60,0.52,0.89,20.300,5.000
1920-05,8.06,0.52,0.88,20.600,5.010
1920-06,7.92,0.52,0.87,20.900,5.020
1920-07,7.91,0.52,0.85,20.800,5.030
1920-08,7.60,0.52,0.84,20.300,5.040
1920-09,7.87,0.52,0.83,20.000,5.050
1920-10,7.88,0.51,0.82,19.900,5.060
1920-11,7.48,0.51,0.81,19.800,5.070
1920-12,6.81,0.51,0.80,19.400,5.080
1921-01,7.11,0.51,0.76,19.000,5.090
1921-02,7.06,0.50,0.72,18.400,5.024
1921-03,6.88,0.50,0.67,18.300,4.958
1921-04,6.91,0.49,0.63,18.100,4.893
1921-05,7.12,0.49,0.59,17.700,4.827
1921-06,6.55,0.49,0.55,17.600,4.761
1921-07,6.53,0.48,0.50,17.700,4.695
1921-08,6.45,0.48,0.46,17.700,4.629
1921-09,6.61,0.47,0.42,17.500,4.563
1921-10,6.70,0.47,0.38,17.500,4.498
1921-11,7.06,0.46,0.33,17.400,4.432
1921-12,7.31,0.46,0.29,17.300,4.366
1922-01,7.30,0.46,0.32,16.900,4.300
1922-02,7.46,0.47,0.36,16.900,4.305
1922-03,7.74,0.47,0.39,16.700,4.310
1922-04,8.21,0.48,0.42,16.700,4.315
1922-05,8.53,0.48,0.46,16.700,4.320
1922-06,8.45,0.49,0.49,16.700,4.325
1922-07,8.51,0.49,0.52,16.800,4.330
1922-08,8.83,0.49,0.56,16.600,4.335
1922-09,9.06,0.50,0.59,16.600,4.340
1922-10,9.26,0.50,0.62,16.700,4.345
1922-11,8.80,0.51,0.66,16.800,4.350
1922-12,8.78,0.51,0.69,16.900,4.355
1923-01,8.90,0.51,0.71,16.800,4.360
1923-02,9.28,0.51,0.74,16.800,4.335
1923-03,9.43,0.52,0.76,16.800,4.310
1923-04,9.10,0.52,0.79,16.900,4.285
1923-05,8.67,0.52,0.81,16.900,4.260
1923-06,8.34,0.52,0.84,17.000,4.235
1923-07,8.06,0.52,0.86,17.200,4.210
1923-08,8.10,0.52,0.88,17.100,4.185
1923-09,8.15,0.53,0.91,17.200,4.160
1923-10,8.03,0.53,0.93,17.300,4.135
1923-11,8.27,0.53,0.96,17.300,4.110
1923-12,8.55,0.53,0.98,17.300,4.085
1924-01,8.83,0.53,0.98,17.300,4.060
1924-02,8.87,0.53,0.97,17.200,4.043
1924-03,8.70,0.54,0.97,17.100,4.027
1924-04,8.50,0.54,0.96,17.000,4.010
1924-05,8.47,0.54,0.96,17.000,3.993
1924-06,8.63,0.54,0.96,17.000,3.977
1924-07,9.03,0.54,0.95,17.100,3.960
1924-08,9.34,0.54,0.95,17.000,3.943
1924-09,9.25,0.55,0.94,17.100,3.927
1924-10,9.13,0.55,0.94,17.200,3.910
1924-11,9.64,0.55,0.93,17.200,3.893
1924-12,10.16,0.55,0.93,17.300,3.877
1925-01,10.58,0.55,0.96,17.300,3.860
1925-02,10.67,0.56,0.98,17.200,3.845
1925-03,10.39,0.56,1.01,17.300,3.830
1925-04,10.28,0.57,1.04,17.200,3.815
1925-05,10.61,0.57,1.06,17.300,3.800
1925-06,10.80,0.58,1.09,17.500,3.785
1925-07,11.10,0.58,1.12,17.700,3.770
1925-08,11.25,0.58,1.14,17.700,3.755
1925-09,11.51,0.59,1.17,17.700,3.740
1925-10,11.89,0.59,1.20,17.700,3.725
1925-11,12.26,0.60,1.22,18.000,3.710
1925-12,12.46,0.60,1.25,17.900,3.695
1926-01,12.65,0.61,1.25,17.900,3.680
1926-02,12.67,0.62,1.25,17.900,3.652
1926-03,11.81,0.62,1.25,17.800,3.623
1926-04,11.48,0.63,1.25,17.900,3.595
1926-05,11.56,0.64,1.25,17.800,3.567
1926-06,12.11,0.65,1.25,17.700,3.538
1926-07,12.62,0.65,1.24,17.500,3.510
1926-08,13.12,0.66,1.24,17.400,3.482
1926-09,13.32,0.67,1.24,17.500,3.453
1926-10,13.02,0.68,1.24,17.600,3.425
1926-11,13.19,0.68,1.24,17.700,3.397
1926-12,13.49,0.69,1.24,17.700,3.368
1927-01,13.40,0.70,1.23,17.500,3.340
1927-02,13.66,0.70,1.22,17.400,3.339
1927-03,13.87,0.71,1.21,17.300,3.338
1927-04,14.21,0.72,1.20,17.300,3.338
1927-05,14.70,0.72,1.19,17.400,3.337
1927-06,14.89,0.73,1.18,17.600,3.336
1927-07,15.22,0.74,1.16,17.300,3.335
1927-08,16.03,0.74,1.15,17.200,3.334
1927-09,16.94,0.75,1.14,17.300,3.333
1927-10,16.68,0.76,1.13,17.400,3.333
1927-11,17.06,0.76,1.12,17.300,3.332
1927-12,17.46,0.77,1.11,17.300,3.331
1928-01,17.53,0.78,1.13,17.300,3.330
1928-02,17.32,0.78,1.16,17.100,3.353
1928-03,18.25,0.79,1.18,17.100,3.375
1928-04,19.40,0.80,1.20,17.100,3.398
1928-05,20.00,0.80,1.22,17.200,3.420
1928-06,19.02,0.81,1.25,17.100,3.443
1928-07,19.16,0.82,1.27,17.100,3.465
1928-08,19.78,0.82,1.29,17.100,3.488
1928-09,21.17,0.83,1.31,17.300,3.510
1928-10,21.60,0.84,1.34,17.200,3.533
1928-11,23.06,0.84,1.36,17.200,3.555
1928-12,23.15,0.85,1.38,17.100,3.578
1929-01,24.86,0.86,1.40,17.100,3.600
1929-02,24.99,0.87,1.42,17.100,3.574
1929-03,25.43,0.88,1.44,17.000,3.548
1929-04,25.28,0.89,1.46,16.900,3.523
1929-05,25.66,0.90,1.48,17.000,3.497
1929-06,26.15,0.91,1.50,17.100,3.471
1929-07,28.48,0.92,1.51,17.300,3.445
1929-08,30.10,0.93,1.53,17.300,3.419
1929-09,31.30,0.94,1.55,17.300,3.393
1929-10,27.99,0.95,1.57,17.300,3.368
1929-11,20.58,0.96,1.59,17.300,3.342
1929-12,21.40,0.97,1.61,17.200,3.316
1930-01,21.71,0.97,1.56,17.100,3.290
1930-02,23.07,0.97,1.50,17.000,3.294
1930-03,23.94,0.97,1.45,16.900,3.298
1930-04,25.46,0.97,1.40,17.000,3.303
1930-05,23.94,0.97,1.34,16.900,3.307
1930-06,21.52,0.98,1.29,16.800,3.311
1930-07,21.06,0.98,1.24,16.600,3.315
1930-08,20.79,0.98,1.18,16.500,3.319
1930-09,20.78,0.98,1.13,16.600,3.323
1930-10,17.92,0.98,1.08,16.500,3.328
1930-11,16.62,0.98,1.02,16.400,3.332
1930-12,15.51,0.98,0.97,16.100,3.336
1931-01,15.98,0.97,0.94,15.900,3.340
1931-02,17.20,0.95,0.91,15.700,3.368
1931-03,17.53,0.94,0.88,15.600,3.397
1931-04,15.86,0.93,0.85,15.500,3.425
1931-05,14.33,0.91,0.82,15.300,3.453
1931-06,13.87,0.90,0.79,15.100,3.482
1931-07,14.33,0.89,0.76,15.100,3.510
1931-08,13.90,0.87,0.73,15.100,3.538
1931-09,11.83,0.86,0.70,15.000,3.567
1931-10,10.25,0.85,0.67,14.900,3.595
1931-11,10.39,0.83,0.64,14.700,3.623
1931-12,8.44,0.82,0.61,14.600,3.652
1932-01,8.30,0.79,0.59,14.300,3.680
1932-02,8.23,0.77,0.58,14.100,3.649
1932-03,8.26,0.74,0.56,14.000,3.618
1932-04,6.28,0.71,0.54,13.900,3.588
1932-05,5.51,0.69,0.53,13.700,3.557
1932-06,4.77,0.66,0.51,13.600,3.526
1932-07,5.01,0.63,0.49,13.600,3.495
1932-08,7.53,0.61,0.48,13.500,3.464
1932-09,8.26,0.58,0.46,13.400,3.433
1932-10,7.12,0.55,0.44,13.300,3.403
1932-11,7.05,0.53,0.43,13.200,3.372
1932-12,6.82,0.50,0.41,13.100,3.341
1933-01,7.09,0.50,0.41,12.900,3.310
1933-02,6.25,0.49,0.42,12.700,3.294
1933-03,6.23,0.49,0.42,12.600,3.278
1933-04,6.89,0.48,0.42,12.600,3.263
1933-05,8.87,0.48,0.42,12.600,3.247
1933-06,10.39,0.47,0.43,12.700,3.231
1933-07,11.23,0.47,0.43,13.100,3.215
1933-08,10.67,0.46,0.43,13.200,3.199
1933-09,10.58,0.46,0.43,13.200,3.183
1933-10,9.55,0.45,0.44,13.200,3.168
1933-11,9.78,0.45,0.44,13.200,3.152
1933-12,9.97,0.44,0.44,13.200,3.136
1934-01,10.54,0.44,0.44,13.200,3.120
1934-02,11.32,0.44,0.45,13.300,3.093
1934-03,10.74,0.44,0.45,13.300,3.065
1934-04,10.92,0.44,0.46,13.300,3.038
1934-05,9.81,0.44,0.46,13.300,3.010
1934-06,9.94,0.45,0.47,13.400,2.983
1934-07,9.47,0.45,0.47,13.400,2.955
1934-08,9.10,0.45,0.47,13.400,2.928
1934-09,8.88,0.45,0.48,13.600,2.900
1934-10,8.95,0.45,0.48,13.500,2.873
1934-11,9.20,0.45,0.49,13.500,2.845
1934-12,9.26,0.45,0.49,13.400,2.818
1935-01,9.26,0.45,0.57,13.600,2.790
1935-02,8.98,0.45,0.65,13.700,2.778
1935-03,8.41,0.45,0.73,13.700,2.767
1935-04,9.04,0.45,0.76,13.800,2.755
1935-05,9.75,0.44,0.78,13.800,2.743
1935-06,10.12,0.44,0.81,13.700,2.732
1935-07,10.65,0.44,0.79,13.700,2.720
1935-08,11.37,0.44,0.78,13.700,2.708
1935-09,11.61,0.44,0.76,13.700,2.697
1935-10,11.92,0.45,0.76,13.700,2.685
1935-11,13.04,0.46,0.76,13.800,2.673
1935-12,13.04,0.47,0.76,13.800,2.662
1936-01,13.76,0.48,0.77,13.800,2.650
1936-02,14.55,0.49,0.78,13.800,2.653
1936-03,14.86,0.50,0.79,13.700,2.655
1936-04,14.88,0.52,0.82,13.700,2.658
1936-05,14.09,0.53,0.85,13.700,2.660
1936-06,14.69,0.55,0.88,13.800,2.663
1936-07,15.56,0.57,0.90,13.900,2.665
1936-08,15.87,0.59,0.92,14.000,2.668
1936-09,16.05,0.61,0.94,14.000,2.670
1936-10,16.89,0.65,0.97,14.000,2.673
1936-11,17.36,0.68,0.99,14.000,2.675
1936-12,17.06,0.72,1.02,14.000,2.678
1937-01,17.59,0.73,1.05,14.100,2.680
1937-02,18.11,0.74,1.08,14.100,2.670
1937-03,18.09,0.75,1.11,14.200,2.660
1937-04,17.01,0.78,1.13,14.300,2.650
1937-05,16.25,0.81,1.15,14.400,2.640
1937-06,15.64,0.84,1.17,14.400,2.630
1937-07,16.57,0.82,1.19,14.500,2.620
1937-08,16.74,0.79,1.20,14.500,2.610
1937-09,14.37,0.77,1.22,14.600,2.600
1937-10,12.28,0.78,1.19,14.600,2.590
1937-11,11.20,0.79,1.16,14.500,2.580
1937-12,11.02,0.80,1.13,14.400,2.570
1938-01,11.31,0.79,1.08,14.200,2.560
1938-02,11.04,0.79,1.02,14.100,2.543
1938-03,10.31,0.78,0.97,14.100,2.527
1938-04,9.89,0.77,0.90,14.200,2.510
1938-05,9.98,0.75,0.84,14.100,2.493
1938-06,10.21,0.74,0.77,14.100,2.477
1938-07,12.24,0.71,0.72,14.100,2.460
1938-08,12.31,0.69,0.67,14.100,2.443
1938-09,11.75,0.66,0.62,14.100,2.427
1938-10,13.06,0.61,0.63,14.000,2.410
1938-11,13.07,0.56,0.63,14.000,2.393
1938-12,12.69,0.51,0.64,14.000,2.377
1939-01,12.50,0.51,0.66,14.000,2.360
1939-02,12.40,0.52,0.69,13.900,2.348
1939-03,12.39,0.52,0.71,13.900,2.335
1939-04,10.83,0.52,0.73,13.800,2.323
1939-05,11.23,0.53,0.74,13.800,2.310
1939-06,11.43,0.53,0.76,13.800,2.298
1939-07,11.71,0.54,0.78,13.800,2.285
1939-08,11.54,0.55,0.79,13.800,2.273
1939-09,12.77,0.56,0.81,14.100,2.260
1939-10,12.90,0.58,0.84,14.000,2.248
1939-11,12.67,0.60,0.87,14.000,2.235
1939-12,12.37,0.62,0.90,14.000,2.223
1940-01,12.30,0.62,0.93,13.900,2.210
1940-02,12.22,0.63,0.96,14.000,2.188
1940-03,12.15,0.63,0.99,14.000,2.167
1940-04,12.27,0.64,1.01,14.000,2.145
1940-05,10.58,0.64,1.02,14.000,2.123
1940-06,9.67,0.65,1.04,14.100,2.102
1940-07,9.99,0.66,1.05,14.000,2.080
1940-08,10.20,0.66,1.07,14.000,2.058
1940-09,10.63,0.67,1.08,14.000,2.037
1940-10,10.73,0.67,1.07,14.000,2.015
1940-11,10.98,0.67,1.06,14.000,1.993
1940-12,10.53,0.67,1.05,14.100,1.972
1941-01,10.55,0.67,1.05,14.100,1.950
1941-02,9.89,0.68,1.06,14.100,1.993
1941-03,9.95,0.68,1.06,14.200,2.035
1941-04,9.64,0.68,1.07,14.300,2.078
1941-05,9.43,0.69,1.08,14.400,2.120
1941-06,9.76,0.69,1.09,14.700,2.163
1941-07,10.26,0.69,1.12,14.700,2.205
1941-08,10.21,0.70,1.16,14.900,2.248
1941-09,10.24,0.70,1.19,15.100,2.290
1941-10,9.83,0.70,1.18,15.300,2.333
1941-11,9.37,0.71,1.17,15.400,2.375
1941-12,8.76,0.71,1.16,15.500,2.418
1942-01,8.93,0.70,1.12,15.700,2.460
1942-02,8.65,0.70,1.08,15.800,2.461
1942-03,8.18,0.69,1.04,16.000,2.462
1942-04,7.84,0.68,1.02,16.100,2.463
1942-05,7.93,0.67,1.00,16.300,2.463
1942-06,8.33,0.66,0.98,16.300,2.464
1942-07,8.64,0.65,0.97,16.400,2.465
1942-08,8.59,0.63,0.95,16.500,2.466
1942-09,8.68,0.62,0.94,16.500,2.467
1942-10,9.32,0.61,0.97,16.700,2.468
1942-11,9.47,0.60,1.00,16.800,2.468
1942-12,9.52,0.59,1.03,16.900,2.469
1943-01,10.09,0.59,1.04,16.900,2.470
1943-02,10.69,0.59,1.06,16.900,2.471
1943-03,11.07,0.59,1.07,17.200,2.472
1943-04,11.44,0.59,1.08,17.400,2.473
1943-05,11.89,0.59,1.09,17.500,2.473
1943-06,12.10,0.59,1.10,17.500,2.474
1943-07,12.35,0.59,1.09,17.400,2.475
1943-08,11.74,0.60,1.09,17.300,2.476
1943-09,11.99,0.60,1.08,17.400,2.477
1943-10,11.88,0.60,1.03,17.400,2.478
1943-11,11.33,0.61,0.99,17.400,2.478
1943-12,11.48,0.61,0.94,17.400,2.479
1944-01,11.85,0.61,0.94,17.400,2.480
1944-02,11.77,0.62,0.93,17.400,2.471
1944-03,12.10,0.62,0.93,17.400,2.462
1944-04,11.89,0.62,0.93,17.500,2.453
1944-05,12.10,0.63,0.92,17.500,2.443
1944-06,12.67,0.63,0.92,17.600,2.434
1944-07,13.00,0.63,0.91,17.700,2.425
1944-08,12.81,0.64,0.91,17.700,2.416
1944-09,12.60,0.64,0.90,17.700,2.407
1944-10,12.91,0.64,0.91,17.700,2.398
1944-11,12.82,0.64,0.92,17.700,2.388
1944-12,13.10,0.64,0.93,17.800,2.379
1945-01,13.49,0.64,0.94,17.800,2.370
1945-02,13.94,0.65,0.95,17.800,2.355
1945-03,13.93,0.65,0.96,17.800,2.340
1945-04,14.28,0.65,0.97,17.800,2.325
1945-05,14.82,0.65,0.99,17.900,2.310
1945-06,15.09,0.65,1.00,18.100,2.295
1945-07,14.78,0.65,1.00,18.100,2.280
1945-08,14.83,0.66,0.99,18.100,2.265
1945-09,15.84,0.66,0.99,18.100,2.250
1945-10,16.50,0.66,0.98,18.100,2.235
1945-11,17.04,0.66,0.97,18.100,2.220
1945-12,17.33,0.66,0.96,18.200,2.205
1946-01,18.02,0.67,0.94,18.200,2.190
1946-02,18.07,0.67,0.92,18.100,2.195
1946-03,17.53,0.68,0.90,18.300,2.200
1946-04,18.66,0.68,0.88,18.400,2.205
1946-05,18.70,0.68,0.86,18.500,2.210
1946-06,18.58,0.68,0.84,18.700,2.215
1946-07,18.05,0.68,0.86,19.800,2.220
1946-08,17.70,0.69,0.87,20.200,2.225
1946-09,15.09,0.69,0.89,20.400,2.230
1946-10,14.75,0.70,0.95,20.800,2.235
1946-11,14.69,0.70,1.00,21.300,2.240
1946-12,15.13,0.71,1.06,21.500,2.245
1947-01,15.21,0.71,1.13,21.500,2.250
1947-02,15.80,0.72,1.20,21.500,2.266
1947-03,15.16,0.72,1.27,21.900,2.282
1947-04,14.60,0.73,1.33,21.900,2.298
1947-05,14.34,0.75,1.38,21.900,2.313
1947-06,14.84,0.76,1.44,22.000,2.329
1947-07,15.77,0.77,1.48,22.200,2.345
1947-08,15.46,0.78,1.51,22.500,2.361
1947-09,15.06,0.79,1.55,23.000,2.377
1947-10,15.45,0.81,1.57,23.000,2.393
1947-11,15.27,0.82,1.59,23.100,2.408
1947-12,15.03,0.84,1.61,23.400,2.424
1948-01,14.83,0.84,1.64,23.700,2.440
1948-02,14.10,0.85,1.68,23.500,2.429
1948-03,14.30,0.85,1.71,23.400,2.418
1948-04,15.40,0.85,1.76,23.800,2.408
1948-05,16.15,0.85,1.81,23.900,2.397
1948-06,16.82,0.85,1.86,24.100,2.386
1948-07,16.42,0.86,1.93,24.400,2.375
1948-08,15.94,0.86,2.00,24.500,2.364
1948-09,15.76,0.87,2.07,24.500,2.353
1948-10,16.19,0.89,2.14,24.400,2.343
1948-11,15.29,0.91,2.22,24.200,2.332
1948-12,15.19,0.93,2.29,24.100,2.321
1949-01,15.36,0.95,2.32,24.000,2.310
1949-02,14.77,0.96,2.35,23.800,2.311
1949-03,14.91,0.98,2.38,23.800,2.312
1949-04,14.89,0.99,2.39,23.900,2.313
1949-05,14.78,1.01,2.39,23.800,2.313
1949-06,13.97,1.02,2.40,23.900,2.314
1949-07,14.76,1.03,2.40,23.700,2.315
1949-08,15.29,1.03,2.39,23.800,2.316
1949-09,15.49,1.04,2.39,23.900,2.317
1949-10,15.89,1.07,2.37,23.700,2.318
1949-11,16.11,1.11,2.34,23.800,2.318
1949-12,16.54,1.14,2.32,23.600,2.319
1950-01,16.88,1.15,2.34,23.500,2.320
1950-02,17.21,1.16,2.35,23.500,2.341
1950-03,17.35,1.17,2.37,23.600,2.362
1950-04,17.84,1.18,2.43,23.600,2.383
1950-05,18.44,1.19,2.48,23.700,2.403
1950-06,18.74,1.20,2.54,23.800,2.424
1950-07,17.38,1.24,2.60,24.100,2.445
1950-08,18.43,1.29,2.66,24.300,2.466
1950-09,19.08,1.33,2.72,24.400,2.487
1950-10,19.87,1.38,2.76,24.600,2.508
1950-11,19.83,1.42,2.80,24.700,2.528
1950-12,19.75,1.47,2.84,25.000,2.549
1951-01,21.21,1.49,2.84,25.400,2.570
1951-02,22.00,1.50,2.83,25.700,2.579
1951-03,21.63,1.52,2.83,25.800,2.588
1951-04,21.92,1.53,2.79,25.800,2.598
1951-05,21.93,1.55,2.76,25.900,2.607
1951-06,21.55,1.56,2.72,25.900,2.616
1951-07,21.93,1.55,2.65,25.900,2.625
1951-08,22.89,1.53,2.58,25.900,2.634
1951-09,23.48,1.52,2.51,26.100,2.643
1951-10,23.36,1.48,2.49,26.200,2.653
1951-11,22.71,1.45,2.46,26.400,2.662
1951-12,23.41,1.41,2.44,26.500,2.671
1952-01,24.19,1.41,2.43,26.500,2.680
1952-02,23.75,1.42,2.41,26.300,2.693
1952-03,23.81,1.42,2.40,26.300,2.705
1952-04,23.74,1.43,2.38,26.400,2.718
1952-05,23.73,1.44,2.36,26.400,2.730
1952-06,24.38,1.45,2.34,26.500,2.743
1952-07,25.08,1.45,2.35,26.700,2.755
1952-08,25.18,1.45,2.35,26.700,2.768
1952-09,24.78,1.45,2.36,26.700,2.780
1952-10,24.26,1.44,2.37,26.700,2.793
1952-11,25.03,1.42,2.39,26.700,2.805
1952-12,26.04,1.41,2.40,26.700,2.818
1953-01,26.18,1.41,2.41,26.600,2.830
1953-02,25.86,1.41,2.42,26.500,2.801
1953-03,25.99,1.41,2.43,26.600,2.772
1953-04,24.71,1.41,2.46,26.600,2.830
1953-05,24.84,1.42,2.48,26.700,3.050
1953-06,23.95,1.42,2.51,26.800,3.110
1953-07,24.29,1.42,2.52,26.800,2.930
1953-08,24.39,1.42,2.54,26.900,2.950
1953-09,23.27,1.42,2.55,26.900,2.870
1953-10,23.97,1.43,2.54,27.000,2.660
1953-11,24.50,1.44,2.52,26.900,2.680
1953-12,24.83,1.45,2.51,26.900,2.590
1954-01,25.46,1.46,2.52,26.900,2.480
1954-02,26.02,1.46,2.54,26.900,2.470
1954-03,26.57,1.47,2.55,26.900,2.370
1954-04,27.63,1.46,2.57,26.800,2.290
1954-05,28.73,1.46,2.60,26.900,2.370
1954-06,28.96,1.45,2.62,26.900,2.380
1954-07,30.13,1.46,2.62,26.900,2.300
1954-08,30.73,1.46,2.63,26.900,2.360
1954-09,31.45,1.47,2.63,26.800,2.380
1954-10,32.18,1.49,2.68,26.800,2.430
1954-11,33.44,1.52,2.72,26.800,2.480
1954-12,34.97,1.54,2.77,26.700,2.510
1955-01,35.60,1.55,2.83,26.700,2.610
1955-02,36.79,1.55,2.90,26.700,2.650
1955-03,36.50,1.56,2.96,26.700,2.680
1955-04,37.76,1.56,3.05,26.700,2.750
1955-05,37.60,1.57,3.13,26.700,2.760
1955-06,39.78,1.57,3.22,26.700,2.780
1955-07,42.69,1.59,3.29,26.800,2.900
1955-08,42.43,1.60,3.37,26.800,2.970
1955-09,44.34,1.62,3.44,26.900,2.970
1955-10,42.11,1.63,3.50,26.900,2.880
1955-11,44.95,1.63,3.56,26.900,2.890
1955-12,45.37,1.64,3.62,26.800,2.960
1956-01,44.15,1.67,3.64,26.800,2.900
1956-02,44.43,1.70,3.67,26.800,2.840
1956-03,47.49,1.73,3.69,26.800,2.960
1956-04,48.05,1.75,3.66,26.900,3.180
1956-05,46.54,1.78,3.63,27.000,3.070
1956-06,46.27,1.80,3.60,27.200,3.000
1956-07,48.78,1.81,3.55,27.400,3.110
1956-08,48.49,1.83,3.51,27.300,3.330
1956-09,46.84,1.84,3.46,27.400,3.380
1956-10,46.24,1.81,3.44,27.500,3.340
1956-11,45.76,1.77,3.43,27.500,3.490
1956-12,46.44,1.74,3.41,27.600,3.590
1957-01,45.43,1.74,3.41,27.600,3.460
1957-02,43.47,1.73,3.40,27.700,3.340
1957-03,44.03,1.73,3.40,27.800,3.410
1957-04,45.05,1.73,3.41,27.900,3.480
1957-05,46.78,1.73,3.41,28.000,3.600
1957-06,47.55,1.73,3.42,28.100,3.800
1957-07,48.51,1.74,3.44,28.300,3.930
1957-08,45.84,1.75,3.45,28.300,3.930
1957-09,43.98,1.76,3.47,28.300,3.920
1957-10,41.24,1.77,3.44,28.300,3.970
1957-11,40.35,1.78,3.40,28.400,3.720
1957-12,40.33,1.79,3.37,28.400,3.210
1958-01,41.12,1.78,3.29,28.600,3.090
1958-02,41.26,1.78,3.22,28.600,3.050
1958-03,42.11,1.77,3.14,28.800,2.980
1958-04,42.34,1.76,3.07,28.900,2.880
1958-05,43.70,1.74,3.00,28.900,2.920
1958-06,44.75,1.73,2.93,28.900,2.970
1958-07,45.98,1.73,2.91,29.000,3.200
1958-08,47.70,1.73,2.90,28.900,3.540
1958-09,48.96,1.73,2.88,28.900,3.760
1958-10,50.95,1.74,2.88,28.900,3.800
1958-11,52.50,1.74,2.89,29.000,3.740
1958-12,53.49,1.75,2.89,28.900,3.860
1959-01,55.62,1.76,2.96,29.000,4.020
1959-02,54.77,1.76,3.04,28.900,3.960
1959-03,56.16,1.77,3.11,28.900,3.990
1959-04,57.10,1.78,3.21,29.000,4.120
1959-05,57.96,1.78,3.30,29.000,4.310
1959-06,57.46,1.79,3.40,29.100,4.340
1959-07,59.74,1.80,3.41,29.200,4.400
1959-08,59.40,1.80,3.42,29.200,4.430
1959-09,57.05,1.81,3.43,29.300,4.680
1959-10,57.00,1.82,3.42,29.400,4.530
1959-11,57.23,1.82,3.40,29.400,4.530
1959-12,59.06,1.83,3.39,29.400,4.690
1960-01,58.03,1.87,3.39,29.300,4.720
1960-02,55.78,1.90,3.39,29.400,4.490
1960-03,55.02,1.94,3.39,29.400,4.250
1960-04,55.73,1.94,3.35,29.500,4.280
1960-05,55.22,1.95,3.30,29.500,4.350
1960-06,57.26,1.95,3.26,29.600,4.150
1960-07,55.84,1.95,3.26,29.600,3.900
1960-08,56.51,1.95,3.27,29.600,3.800
1960-09,54.81,1.95,3.27,29.600,3.800
1960-10,53.73,1.95,3.27,29.800,3.890
1960-11,55.47,1.95,3.27,29.800,3.930
1960-12,56.80,1.95,3.27,29.800,3.840
1961-01,59.72,1.95,3.21,29.800,3.840
1961-02,62.17,1.94,3.15,29.800,3.780
1961-03,64.12,1.94,3.09,29.800,3.740
1961-04,65.83,1.94,3.07,29.800,3.780
1961-05,66.50,1.94,3.05,29.800,3.710
1961-06,65.62,1.94,3.03,29.800,3.880
1961-07,65.44,1.95,3.04,30.000,3.920
1961-08,67.79,1.95,3.04,29.900,4.040
1961-09,67.26,1.96,3.05,30.000,3.980
1961-10,68.00,1.98,3.10,30.000,3.920
1961-11,71.08,2.00,3.14,30.000,3.940
1961-12,71.74,2.02,3.19,30.000,4.060
1962-01,69.07,2.03,3.25,30.000,4.080
1962-02,70.22,2.03,3.31,30.100,4.040
1962-03,70.29,2.04,3.37,30.100,3.930
1962-04,68.05,2.05,3.40,30.200,3.840
1962-05,62.99,2.05,3.44,30.200,3.870
1962-06,55.63,2.06,3.47,30.200,3.910
1962-07,56.97,2.07,3.49,30.300,4.010
1962-08,58.52,2.07,3.51,30.300,3.980
1962-09,58.00,2.08,3.53,30.400,3.980
1962-10,56.17,2.10,3.58,30.400,3.930
1962-11,60.04,2.11,3.62,30.400,3.920
1962-12,62.64,2.13,3.67,30.400,3.860
1963-01,65.06,2.14,3.68,30.400,3.830
1963-02,65.92,2.14,3.70,30.400,3.920
1963-03,65.67,2.15,3.71,30.500,3.930
1963-04,68.76,2.17,3.75,30.500,3.970
1963-05,70.14,2.18,3.80,30.500,3.930
1963-06,70.11,2.20,3.84,30.600,3.990
1963-07,69.07,2.20,3.88,30.700,4.020
1963-08,70.98,2.21,3.92,30.700,4.000
